정류장번호,정류장명,위도,경도,정보수집일,모바일단축번호,도시코드,도시명,관리도시명
DJB8002275,용머리,36.316544,127.31473,2025-10-31,40280,25,대전광역시,대전BIS
DJB8002276,용문역3번출구,36.337902,127.392494,2025-10-31,30950,25,대전광역시,대전BIS
DJB8002277,용문역7번출구,36.339497,127.395065,2025-10-31,30990,25,대전광역시,대전BIS
DJB8002278,용문역1번출구,36.337086,127.39442,2025-10-31,30970,25,대전광역시,대전BIS
DJB8002279,용문역5번출구,36.339157,127.39248,2025-10-31,31160,25,대전광역시,대전BIS
DJB8002280,용문역8번출구,36.33757,127.39443,2025-10-31,30980,25,대전광역시,대전BIS
DJB8002283,용바위,36.231873,127.346306,2025-10-31,34110,25,대전광역시,대전BIS
DJB8002284,용바위,36.232365,127.346565,2025-10-31,34120,25,대전광역시,대전BIS
DJB8002285,용태울,36.23547,127.34233,2025-10-31,34060,25,대전광역시,대전BIS
DJB8002286,용방마을아파트,36.326893,127.4507,2025-10-31,10890,25,대전광역시,대전BIS
DJB8002287,용운종합사회복지관,36.327587,127.45379,2025-10-31,10940,25,대전광역시,대전BIS
DJB8002289,용방마을아파트,36.327393,127.45037,2025-10-31,10900,25,대전광역시,대전BIS
DJB8002290,대동초등학교,36.325996,127.447266,2025-10-31,11260,25,대전광역시,대전BIS
DJB8002295,한밭여중입구,36.32737,127.44761,2025-10-31,10880,25,대전광역시,대전BIS
DJB8002296,용운동주민센터,36.327988,127.46078,2025-10-31,11020,25,대전광역시,대전BIS
DJB8002297,용운국제수영장,36.324547,127.46535,2025-10-31,11120,25,대전광역시,대전BIS
DJB8002298,용운국제수영장,36.324577,127.46516,2025-10-31,11110,25,대전광역시,대전BIS
DJB8002299,용운초등학교,36.32687,127.4616,2025-10-31,11040,25,대전광역시,대전BIS
DJB8002301,용운동주민센터,36.32833,127.461784,2025-10-31,11050,25,대전광역시,대전BIS
DJB8002304,용운마젤란아파트,36.338184,127.457634,2025-10-31,10980,25,대전광역시,대전BIS
DJB8002305,용운마젤란아파트,36.337708,127.45729,2025-10-31,10950,25,대전광역시,대전BIS
DJB8002307,용운주공2단지,36.32833,127.453545,2025-10-31,10920,25,대전광역시,대전BIS
DJB8002308,에코포레아파트,36.3304,127.463135,2025-10-31,11090,25,대전광역시,대전BIS
DJB8002309,효촌마을아파트,36.346275,127.43249,2025-10-31,11940,25,대전광역시,대전BIS
DJB8005529,구완동,36.279316,127.424515,2025-10-31,22780,25,대전광역시,대전BIS
DJB8005530,국립과학수사연구원,36.407368,127.38314,2025-10-31,43570,25,대전광역시,대전BIS
DJB8005531,국립과학수사연구원,36.406384,127.38499,2025-10-31,43580,25,대전광역시,대전BIS
DJB8005532,진잠네거리,36.298046,127.3251,2025-10-31,33310,25,대전광역시,대전BIS
DJB8005534,기성중학교,36.25011,127.34206,2025-10-31,33750,25,대전광역시,대전BIS
DJB8005535,바이오니아,36.430355,127.39554,2025-10-31,44690,25,대전광역시,대전BIS
DJB8005537,신도안면사무소,36.299946,127.24152,2025-10-31,73690,25,대전광역시,대전BIS
DJB8005538,낭월공영차고지,36.270203,127.47669,2025-10-31,13820,25,대전광역시,대전BIS
DJB8005539,대동2통,36.48357,127.39722,2025-10-31,45050,25,대전광역시,대전BIS
DJB8005542,대덕밸리용신교,36.425552,127.402054,2025-10-31,44460,25,대전광역시,대전BIS
DJB8005543,대덕밸리용신교,36.425636,127.40244,2025-10-31,44470,25,대전광역시,대전BIS
DJB8005544,동건운수,36.43124,127.408905,2025-10-31,51970,25,대전광역시,대전BIS
DJB8005545,동건운수,36.430523,127.409164,2025-10-31,51960,25,대전광역시,대전BIS
DJB8005548,대전역동광장,36.33362,127.43908,2025-10-31,11430,25,대전광역시,대전BIS
DJB8005551,미건테크노월드,36.422634,127.40646,2025-10-31,44350,25,대전광역시,대전BIS
DJB8005552,미건테크노월드,36.422806,127.406654,2025-10-31,44340,25,대전광역시,대전BIS
DJB8005553,반석고등학교,36.3887,127.312546,2025-10-31,42300,25,대전광역시,대전BIS
DJB8005554,반석고등학교,36.38806,127.31297,2025-10-31,42310,25,대전광역시,대전BIS
DJB8005558,샤크존,36.347412,127.38672,2025-10-31,31130,25,대전광역시,대전BIS
DJB8005559,샤크존,36.3481,127.386375,2025-10-31,31110,25,대전광역시,대전BIS
DJB8005560,세정골,36.332264,127.49243,2025-10-31,13030,25,대전광역시,대전BIS
DJB8005561,센트럴파크1단지,36.3169,127.407295,2025-10-31,22080,25,대전광역시,대전BIS
DJB8005562,센트럴파크1단지,36.316402,127.40724,2025-10-31,22070,25,대전광역시,대전BIS
DJB8005563,스마트시티5단지,36.376144,127.39364,2025-10-31,43310,25,대전광역시,대전BIS
DJB8005566,신도안아파트,36.29786,127.24474,2025-10-31,73730,25,대전광역시,대전BIS
DJB8005569,어덕마을종점,36.33303,127.401726,2025-10-31,21140,25,대전광역시,대전BIS
DJB8005570,외삼중학교,36.39425,127.31105,2025-10-31,43910,25,대전광역시,대전BIS
DJB8005571,외삼중학교,36.39399,127.31086,2025-10-31,43900,25,대전광역시,대전BIS
DJB8005572,용남고등학교,36.294846,127.24455,2025-10-31,73740,25,대전광역시,대전BIS
DJB8005573,유성시장,36.357235,127.33475,2025-10-31,42040,25,대전광역시,대전BIS
DJB8005574,유성시장,36.35735,127.33444,2025-10-31,42060,25,대전광역시,대전BIS
DJB8005575,유성여고,36.3808,127.32702,2025-10-31,42510,25,대전광역시,대전BIS
DJB8005576,유성여고,36.38087,127.327065,2025-10-31,42520,25,대전광역시,대전BIS
DJB8005580,은어송마을2단지,36.303528,127.45739,2025-10-31,10450,25,대전광역시,대전BIS
DJB8005581,을지대학병원,36.35472,127.3828,2025-10-31,34770,25,대전광역시,대전BIS
DJB8005583,정부청사광장,36.359127,127.38284,2025-10-31,32290,25,대전광역시,대전BIS
DJB8005584,진잠초등학교,36.300694,127.3153,2025-10-31,45460,25,대전광역시,대전BIS
DJB8005585,초록마을5단지,36.298176,127.375946,2025-10-31,30090,25,대전광역시,대전BIS
DJB8005586,대전동부교육지원청,36.314106,127.41113,2025-10-31,22180,25,대전광역시,대전BIS
DJB8005587,충남대도서관,36.36881,127.34573,2025-10-31,42660,25,대전광역시,대전BIS
DJB8005588,충남대도서관,36.369488,127.34661,2025-10-31,42670,25,대전광역시,대전BIS
DJB8005589,충남대산학연,36.36524,127.345184,2025-10-31,42630,25,대전광역시,대전BIS
DJB8005590,충남대산학연,36.36533,127.34543,2025-10-31,42640,25,대전광역시,대전BIS
DJB8005592,을미기네거리,36.440933,127.40892,2025-10-31,51940,25,대전광역시,대전BIS
DJB8005593,탄방역1번출구,36.34527,127.38429,2025-10-31,31060,25,대전광역시,대전BIS
DJB8005594,탄방역종점,36.34534,127.38504,2025-10-31,31080,25,대전광역시,대전BIS
DJB8005597,평촌2통아래뜸,36.237865,127.31247,2025-10-31,33870,25,대전광역시,대전BIS
DJB8005598,평촌2통마을회관,36.239426,127.31553,2025-10-31,33900,25,대전광역시,대전BIS
DJB8005599,한남대대덕캠퍼스,36.4007,127.39162,2025-10-31,44080,25,대전광역시,대전BIS
DJB8005600,한남대대덕캠퍼스,36.400333,127.391846,2025-10-31,44090,25,대전광역시,대전BIS
DJB8005601,한신에스메카,36.428604,127.39147,2025-10-31,44630,25,대전광역시,대전BIS
DJB8005602,한신에스메카,36.428017,127.3914,2025-10-31,44650,25,대전광역시,대전BIS
DJB8005603,계룡대아파트,36.296318,127.24621,2025-10-31,73780,25,대전광역시,대전BIS
DJB8005608,웅진에너지,36.433357,127.390854,2025-10-31,44620,25,대전광역시,대전BIS
DJB8005609,웅진에너지,36.43322,127.390335,2025-10-31,44610,25,대전광역시,대전BIS
DJB8005611,은어송마을2단지,36.30254,127.45944,2025-10-31,10460,25,대전광역시,대전BIS
DJB8005613,상서동,36.427597,127.42271,2025-10-31,53030,25,대전광역시,대전BIS
DJB8005614,등골,36.26799,127.3521,2025-10-31,33850,25,대전광역시,대전BIS
DJB8005616,달수정,36.429283,127.429184,2025-10-31,53010,25,대전광역시,대전BIS
DJB8005619,송림마을5.6단지,36.391037,127.32985,2025-10-31,43640,25,대전광역시,대전BIS
DJB8005621,대전역동광장종점,36.332615,127.43771,2025-10-31,11420,25,대전광역시,대전BIS
DJB8005622,비야리,36.357796,127.52601,2025-10-31,62400,25,대전광역시,대전BIS
DJB8005625,무수동입구,36.27715,127.40226,2025-10-31,23540,25,대전광역시,대전BIS
DJB8005626,무수동입구,36.27708,127.402275,2025-10-31,23530,25,대전광역시,대전BIS
DJB8005627,무수동,36.276924,127.40698,2025-10-31,23560,25,대전광역시,대전BIS
DJB8001093,계산동,36.325844,127.311424,2025-10-31,40490,25,대전광역시,대전BIS
DJB8001094,고산사입구,36.296646,127.46001,2025-10-31,13620,25,대전광역시,대전BIS
DJB8001095,고산사입구,36.2969,127.460045,2025-10-31,13630,25,대전광역시,대전BIS
DJB8001096,복합터미널,36.349014,127.43567,2025-10-31,11830,25,대전광역시,대전BIS
DJB8001097,복합터미널,36.349037,127.437195,2025-10-31,12010,25,대전광역시,대전BIS
DJB8001098,공구백화점,36.365883,127.403076,2025-10-31,50410,25,대전광역시,대전BIS
DJB8001099,공구백화점,36.366196,127.40275,2025-10-31,50400,25,대전광역시,대전BIS
DJB8001100,공굴안,36.313366,127.369095,2025-10-31,30390,25,대전광역시,대전BIS
DJB8001101,공굴안,36.313496,127.36893,2025-10-31,30380,25,대전광역시,대전BIS
DJB8001102,공동관리아파트,36.382385,127.37842,2025-10-31,43150,25,대전광역시,대전BIS
DJB8001103,공동관리아파트,36.382217,127.37878,2025-10-31,43180,25,대전광역시,대전BIS
DJB8001104,대전광역시인재개발원,36.401127,127.362724,2025-10-31,43440,25,대전광역시,대전BIS
DJB8001105,대전광역시인재개발원,36.4019,127.36307,2025-10-31,43450,25,대전광역시,대전BIS
DJB8001107,대전추모공원입구,36.279682,127.34707,2025-10-31,34480,25,대전광역시,대전BIS
DJB8001108,대전추모공원입구,36.27981,127.34718,2025-10-31,34490,25,대전광역시,대전BIS
DJB8001109,공작아파트,36.348274,127.39498,2025-10-31,31190,25,대전광역시,대전BIS
DJB8001110,공주마을,36.252056,127.47736,2025-10-31,13880,25,대전광역시,대전BIS
DJB8001111,공주마을,36.252087,127.47752,2025-10-31,13890,25,대전광역시,대전BIS
DJB8001112,과례마을,36.31142,127.41096,2025-10-31,22170,25,대전광역시,대전BIS
DJB8001113,카이스트,36.374435,127.366745,2025-10-31,42850,25,대전광역시,대전BIS
DJB8001114,원자력안전기술원,36.374493,127.36696,2025-10-31,42860,25,대전광역시,대전BIS
DJB8001115,관저지하차도,36.30181,127.33657,2025-10-31,33480,25,대전광역시,대전BIS
DJB8001116,관저네거리,36.301777,127.3347,2025-10-31,33440,25,대전광역시,대전BIS
DJB8001117,관저중학교,36.305386,127.340645,2025-10-31,33600,25,대전광역시,대전BIS
DJB8001118,관저네거리,36.30123,127.33591,2025-10-31,33470,25,대전광역시,대전BIS
DJB8001126,고릿골구름다리,36.285625,127.352394,2025-10-31,34510,25,대전광역시,대전BIS
DJB8001127,고릿골구름다리,36.28589,127.35225,2025-10-31,34500,25,대전광역시,대전BIS
DJB8001128,괴곡동.고리골,36.288486,127.35376,2025-10-31,34530,25,대전광역시,대전BIS
DJB8001129,괴곡동.고리골,36.288364,127.35451,2025-10-31,34540,25,대전광역시,대전BIS
DJB8001130,괴정네거리,36.333572,127.379105,2025-10-31,31680,25,대전광역시,대전BIS
DJB8001131,괴정네거리,36.33397,127.379814,2025-10-31,31690,25,대전광역시,대전BIS
DJB8001132,괴정네거리,36.33615,127.37896,2025-10-31,31360,25,대전광역시,대전BIS
DJB8001133,괴정네거리,36.335934,127.37874,2025-10-31,31670,25,대전광역시,대전BIS
DJB8001134,괴정동주민센터,36.33602,127.38197,2025-10-31,31370,25,대전광역시,대전BIS
DJB8001135,괴정동주민센터,36.336185,127.3825,2025-10-31,31380,25,대전광역시,대전BIS
DJB8001136,교도소,36.31144,127.325195,2025-10-31,40350,25,대전광역시,대전BIS
DJB8001137,교도소입구,36.30974,127.31823,2025-10-31,40250,25,대전광역시,대전BIS
DJB8001138,교도소입구,36.308952,127.31843,2025-10-31,40240,25,대전광역시,대전BIS
DJB8001139,성모오거리,36.32343,127.421,2025-10-31,20610,25,대전광역시,대전BIS
DJB8001140,교촌3통,36.31188,127.31859,2025-10-31,40300,25,대전광역시,대전BIS
DJB8001141,교촌3통,36.312122,127.31857,2025-10-31,40310,25,대전광역시,대전BIS
DJB8001144,구도동,36.273636,127.47339,2025-10-31,13810,25,대전광역시,대전BIS
DJB8001145,구도동,36.273685,127.47303,2025-10-31,13800,25,대전광역시,대전BIS
DJB8001146,구룡,36.44605,127.36842,2025-10-31,45210,25,대전광역시,대전BIS
DJB8001147,구룡,36.446117,127.36868,2025-10-31,45220,25,대전광역시,대전BIS
DJB8001148,구룡2통,36.44728,127.365364,2025-10-31,45190,25,대전광역시,대전BIS
DJB8001149,구룡2통,36.44708,127.36545,2025-10-31,45200,25,대전광역시,대전BIS
DJB8001150,서한이다음2단지,36.45175,127.36182,2025-10-31,45170,25,대전광역시,대전BIS
DJB8001151,서한이다음2단지,36.45185,127.362,2025-10-31,45180,25,대전광역시,대전BIS
DJB8001152,구봉마을7단지,36.29667,127.32708,2025-10-31,33340,25,대전광역시,대전BIS
DJB8001153,구봉마을5단지,36.300285,127.32697,2025-10-31,33330,25,대전광역시,대전BIS
DJB8001154,구봉마을7단지,36.297737,127.32946,2025-10-31,33380,25,대전광역시,대전BIS
DJB8001155,구봉마을8단지,36.296463,127.33123,2025-10-31,33400,25,대전광역시,대전BIS
DJB8001156,구봉마을8단지,36.297695,127.32979,2025-10-31,33390,25,대전광역시,대전BIS
DJB8001157,구봉마을9단지,36.296196,127.33163,2025-10-31,33410,25,대전광역시,대전BIS
DJB8001158,신선마을아파트,36.30164,127.32975,2025-10-31,46530,25,대전광역시,대전BIS
DJB8001160,구성삼거리,36.370495,127.36868,2025-10-31,42870,25,대전광역시,대전BIS
DJB8001162,구암8통,36.35907,127.31484,2025-10-31,41440,25,대전광역시,대전BIS
DJB8001163,구암8통,36.35921,127.313835,2025-10-31,41430,25,대전광역시,대전BIS
DJB8001166,구암동,36.349415,127.327065,2025-10-31,41530,25,대전광역시,대전BIS
DJB8001167,구암동,36.34947,127.326836,2025-10-31,41520,25,대전광역시,대전BIS
DJB8001168,유성시외버스정류소,36.356045,127.330986,2025-10-31,41560,25,대전광역시,대전BIS
DJB8001169,유성시외버스정류소,36.355785,127.3312,2025-10-31,41570,25,대전광역시,대전BIS
DJB8001170,구억들,36.288555,127.27451,2025-10-31,40740,25,대전광역시,대전BIS
DJB8001171,구억들,36.2886,127.27453,2025-10-31,40760,25,대전광역시,대전BIS
DJB8001174,구절골,36.369045,127.50731,2025-10-31,13190,25,대전광역시,대전BIS
DJB8001175,구절골,36.36915,127.507225,2025-10-31,13180,25,대전광역시,대전BIS
DJB8001178,송강마을아파트,36.437572,127.38576,2025-10-31,44790,25,대전광역시,대전BIS
DJB8002310,용전네거리,36.349922,127.43197,2025-10-31,11730,25,대전광역시,대전BIS
DJB8002311,용전네거리,36.350033,127.43247,2025-10-31,11760,25,대전광역시,대전BIS
DJB8002312,용전초등학교입구,36.355015,127.43293,2025-10-31,11790,25,대전광역시,대전BIS
DJB8002313,용전초등학교입구,36.3551,127.43244,2025-10-31,11770,25,대전광역시,대전BIS
DJB8002314,용전동주민센터,36.357227,127.43301,2025-10-31,11800,25,대전광역시,대전BIS
DJB8002315,용전동주민센터,36.358025,127.43249,2025-10-31,11750,25,대전광역시,대전BIS
DJB8002316,대전지방국토관리청,36.35224,127.4322,2025-10-31,11740,25,대전광역시,대전BIS
DJB8002317,대전지방국토관리청,36.35209,127.43263,2025-10-31,11780,25,대전광역시,대전BIS
DJB8002319,용정초등학교,36.453426,127.43602,2025-10-31,52950,25,대전광역시,대전BIS
DJB8002320,동일스위트리버스카이,36.452747,127.43391,2025-10-31,52960,25,대전광역시,대전BIS
DJB8002321,용촌1통,36.249195,127.3232,2025-10-31,33990,25,대전광역시,대전BIS
DJB8002322,용촌1통,36.24924,127.32297,2025-10-31,33980,25,대전광역시,대전BIS
DJB8002323,용촌2통,36.24872,127.312775,2025-10-31,34400,25,대전광역시,대전BIS
DJB8002324,용촌2통,36.24882,127.312775,2025-10-31,34390,25,대전광역시,대전BIS
DJB8002325,용촌교,36.247635,127.31566,2025-10-31,33910,25,대전광역시,대전BIS
DJB8002326,용촌교,36.247574,127.31556,2025-10-31,33890,25,대전광역시,대전BIS
DJB8002327,용호동종점,36.436035,127.44899,2025-10-31,52980,25,대전광역시,대전BIS
DJB8002328,우남스타원아파트,36.293278,127.383125,2025-10-31,22520,25,대전광역시,대전BIS
DJB8002329,우남스타원아파트,36.29316,127.38268,2025-10-31,22500,25,대전광역시,대전BIS
DJB8002330,중앙로역6번출구,36.32823,127.42432,2025-10-31,20300,25,대전광역시,대전BIS
DJB8002331,우명2구,36.225357,127.29455,2025-10-31,34330,25,대전광역시,대전BIS
DJB8002332,우명2구,36.225334,127.29443,2025-10-31,34320,25,대전광역시,대전BIS
DJB8002333,우명동,36.22614,127.293686,2025-10-31,34300,25,대전광역시,대전BIS
DJB8002334,우명동,36.22617,127.29377,2025-10-31,34310,25,대전광역시,대전BIS
DJB8002335,우명동종점,36.23753,127.285614,2025-10-31,34290,25,대전광역시,대전BIS
DJB8002338,국화아파트,36.354168,127.39531,2025-10-31,31290,25,대전광역시,대전BIS
DJB8002339,우송대학교서캠퍼스,36.337547,127.44774,2025-10-31,11310,25,대전광역시,대전BIS
DJB8002340,우송대삼거리,36.336014,127.44718,2025-10-31,11300,25,대전광역시,대전BIS
DJB8002341,우송대동캠퍼스,36.333096,127.453415,2025-10-31,10910,25,대전광역시,대전BIS
DJB8002343,우송어학센터,36.339973,127.44899,2025-10-31,11340,25,대전광역시,대전BIS
DJB8002344,우송고등학교,36.333046,127.4454,2025-10-31,11240,25,대전광역시,대전BIS
DJB8002345,우송고등학교,36.33445,127.44585,2025-10-31,11290,25,대전광역시,대전BIS
DJB8002346,우암사적공원,36.346542,127.45544,2025-10-31,11700,25,대전광역시,대전BIS
DJB8002347,우암사적공원,36.346783,127.456085,2025-10-31,11710,25,대전광역시,대전BIS
DJB8002348,우주통신연구소,36.377274,127.34237,2025-10-31,42570,25,대전광역시,대전BIS
DJB8002349,운전면허시험장,36.29111,127.46269,2025-10-31,13660,25,대전광역시,대전BIS
DJB8002350,운전면허시험장,36.290543,127.46309,2025-10-31,13670,25,대전광역시,대전BIS
DJB8002351,원내네거리,36.29977,127.31898,2025-10-31,40120,25,대전광역시,대전BIS
DJB8002352,원내네거리,36.2997,127.318184,2025-10-31,40110,25,대전광역시,대전BIS
DJB8002355,원내동공영차고지,36.29267,127.318375,2025-10-31,40080,25,대전광역시,대전BIS
DJB8002356,원동네거리,36.32597,127.435356,2025-10-31,10080,25,대전광역시,대전BIS
DJB8002357,원동네거리,36.32757,127.43485,2025-10-31,10070,25,대전광역시,대전BIS
DJB8002358,중앙시장,36.328297,127.43441,2025-10-31,10060,25,대전광역시,대전BIS
DJB8002359,원마산,36.38643,127.48083,2025-10-31,12880,25,대전광역시,대전BIS
DJB8002360,원마산,36.38655,127.48071,2025-10-31,12870,25,대전광역시,대전BIS
DJB8002361,원명학교,36.367634,127.41576,2025-10-31,50540,25,대전광역시,대전BIS
DJB8002362,원명학교,36.367825,127.4159,2025-10-31,50550,25,대전광역시,대전BIS
DJB8002363,원신흥동,36.33732,127.34969,2025-10-31,41920,25,대전광역시,대전BIS
DJB8002364,원신흥동,36.338203,127.349075,2025-10-31,41910,25,대전광역시,대전BIS
DJB8002365,"원앙1,2단지",36.307995,127.33908,2025-10-31,33540,25,대전광역시,대전BIS
DJB8002366,원정1통마을회관,36.25784,127.30171,2025-10-31,34360,25,대전광역시,대전BIS
DJB8002367,원정역,36.253548,127.304886,2025-10-31,34370,25,대전광역시,대전BIS
DJB8002368,원정역,36.253685,127.305016,2025-10-31,34380,25,대전광역시,대전BIS
DJB8002369,원주산.양지말,36.360798,127.480354,2025-10-31,12830,25,대전광역시,대전BIS
DJB8002370,원주산.양지말,36.36071,127.48027,2025-10-31,12820,25,대전광역시,대전BIS
DJB8002371,원촌교네거리,36.37675,127.4125,2025-10-31,50620,25,대전광역시,대전BIS
DJB8002372,원촌교네거리,36.376778,127.41182,2025-10-31,50610,25,대전광역시,대전BIS
DJB8002373,원촌삼거리,36.381092,127.40632,2025-10-31,44270,25,대전광역시,대전BIS
DJB8002374,원촌삼거리,36.381145,127.40661,2025-10-31,44280,25,대전광역시,대전BIS
DJB8002375,월드컵경기장역,36.368183,127.31803,2025-10-31,42250,25,대전광역시,대전BIS
DJB8002376,월드컵경기장역,36.36885,127.317825,2025-10-31,42220,25,대전광역시,대전BIS
DJB8002377,월평역,36.358498,127.36105,2025-10-31,32740,25,대전광역시,대전BIS
DJB8002378,월평역,36.35873,127.362434,2025-10-31,32770,25,대전광역시,대전BIS
DJB8002379,월평주공아파트,36.36237,127.37039,2025-10-31,32830,25,대전광역시,대전BIS
DJB8002381,월평주공아파트,36.362118,127.36937,2025-10-31,32820,25,대전광역시,대전BIS
DJB8005628,무수동,36.276955,127.40685,2025-10-31,23550,25,대전광역시,대전BIS
DJB8005631,대청댐(종점),36.4753,127.48042,2025-10-31,53210,25,대전광역시,대전BIS
DJB8005632,금암주공아파트,36.26992,127.25741,2025-10-31,73970,25,대전광역시,대전BIS
DJB8005633,금암주공아파트,36.26997,127.256966,2025-10-31,73980,25,대전광역시,대전BIS
DJB8005634,쉐리움오피스텔,36.271793,127.25477,2025-10-31,73950,25,대전광역시,대전BIS
DJB8005635,쉐리움오피스텔,36.271435,127.25485,2025-10-31,73960,25,대전광역시,대전BIS
DJB8005637,천마사,36.28085,127.247055,2025-10-31,73810,25,대전광역시,대전BIS
DJB8005640,신계초등학교,36.302807,127.37894,2025-10-31,34920,25,대전광역시,대전BIS
DJB8005641,대전청소년수련마을,36.270885,127.39305,2025-10-31,22790,25,대전광역시,대전BIS
DJB8005644,광석리,36.266457,127.22533,2025-10-31,73180,25,대전광역시,대전BIS
DJB8005645,향한리마을회관,36.28096,127.22176,2025-10-31,73900,25,대전광역시,대전BIS
DJB8005646,문화동삼익아파트,36.318707,127.406296,2025-10-31,22020,25,대전광역시,대전BIS
DJB8005647,원앙4단지,36.304546,127.33836,2025-10-31,33510,25,대전광역시,대전BIS
DJB8005648,고도리,36.21581,127.27078,2025-10-31,5648,25,대전광역시,대전BIS
DJB8005649,고도리,36.21577,127.27061,2025-10-31,5649,25,대전광역시,대전BIS
DJB8005650,수정리,36.212116,127.26958,2025-10-31,72120,25,대전광역시,대전BIS
DJB8005651,수정리,36.212242,127.26943,2025-10-31,72110,25,대전광역시,대전BIS
DJB8005652,샘물타운,36.298782,127.320114,2025-10-31,82130,25,대전광역시,대전BIS
DJB8005653,자운상가,36.413765,127.337074,2025-10-31,81680,25,대전광역시,대전BIS
DJB8005655,아리랑보쌈앞,36.394547,127.35264,2025-10-31,81320,25,대전광역시,대전BIS
DJB8005656,구암동,36.3534,127.33288,2025-10-31,82270,25,대전광역시,대전BIS
DJB8005660,원불교유성교당,36.350704,127.33156,2025-10-31,80480,25,대전광역시,대전BIS
DJB8005662,애경연구원,36.392185,127.350945,2025-10-31,81290,25,대전광역시,대전BIS
DJB8005663,탄동농협,36.390903,127.34964,2025-10-31,81270,25,대전광역시,대전BIS
DJB8005664,럭키하나아파트,36.385933,127.347855,2025-10-31,81170,25,대전광역시,대전BIS
DJB8005667,탑립1통,36.40894,127.39585,2025-10-31,44300,25,대전광역시,대전BIS
DJB8005670,군인아파트,36.416744,127.338295,2025-10-31,43730,25,대전광역시,대전BIS
DJB8005671,자운상가,36.41376,127.33733,2025-10-31,82200,25,대전광역시,대전BIS
DJB8005681,유성온천역,36.353737,127.33895,2025-10-31,82160,25,대전광역시,대전BIS
DJB8005705,샘물타운,36.29882,127.32031,2025-10-31,80040,25,대전광역시,대전BIS
DJB8005711,교촌동,36.311394,127.31724,2025-10-31,82110,25,대전광역시,대전BIS
DJB8005736,복지관,36.408287,127.33726,2025-10-31,82180,25,대전광역시,대전BIS
DJB8005738,테크노밸리6단지,36.418785,127.38794,2025-10-31,47110,25,대전광역시,대전BIS
DJB8005756,아리랑보쌈앞,36.394287,127.35275,2025-10-31,82020,25,대전광역시,대전BIS
DJB8005757,애경연구원,36.39207,127.35103,2025-10-31,82010,25,대전광역시,대전BIS
DJB8005758,신성동주민센터,36.388996,127.348015,2025-10-31,81220,25,대전광역시,대전BIS
DJB8005782,럭키하나아파트,36.38594,127.34803,2025-10-31,81990,25,대전광역시,대전BIS
DJB8005783,신성동주민센터,36.3893,127.348076,2025-10-31,81230,25,대전광역시,대전BIS
DJB8005784,탄동농협,36.390785,127.34977,2025-10-31,82000,25,대전광역시,대전BIS
DJB8005812,테크노밸리1단지,36.420933,127.38143,2025-10-31,82280,25,대전광역시,대전BIS
DJB8005825,목련아파트,36.34664,127.33097,2025-10-31,82240,25,대전광역시,대전BIS
DJB8005828,원불교유성교당,36.35071,127.33176,2025-10-31,82260,25,대전광역시,대전BIS
DJB8005829,구암동,36.35337,127.33268,2025-10-31,80550,25,대전광역시,대전BIS
DJB8005846,테크노밸리1단지,36.421185,127.38115,2025-10-31,82230,25,대전광역시,대전BIS
DJB8005855,현암초등학교,36.342396,127.42001,2025-10-31,12200,25,대전광역시,대전BIS
DJB8005856,을지대학병원,36.35481,127.38309,2025-10-31,32300,25,대전광역시,대전BIS
DJB8005857,반석초등학교,36.390633,127.312256,2025-10-31,45250,25,대전광역시,대전BIS
DJB8005858,진잠타운아파트,36.297318,127.32017,2025-10-31,40160,25,대전광역시,대전BIS
DJB8005859,진잠타운아파트,36.297245,127.32031,2025-10-31,40170,25,대전광역시,대전BIS
DJB8005860,송림마을5.6단지,36.39114,127.330894,2025-10-31,43630,25,대전광역시,대전BIS
DJB8005863,을미기네거리,36.440918,127.40926,2025-10-31,51950,25,대전광역시,대전BIS
DJB8005864,안아감마을,36.353203,127.51595,2025-10-31,13200,25,대전광역시,대전BIS
DJB8005865,탄방역.대전고용센터,36.34685,127.38568,2025-10-31,31090,25,대전광역시,대전BIS
DJB8005866,한배미뜰,36.2904,127.2478,2025-10-31,40810,25,대전광역시,대전BIS
DJB8005867,송정소징이,36.28663,127.25,2025-10-31,40830,25,대전광역시,대전BIS
DJB8005869,천동휴먼시아,36.3136,127.4456,2025-10-31,14200,25,대전광역시,대전BIS
DJB8005870,천동휴먼시아,36.3141,127.44559,2025-10-31,14210,25,대전광역시,대전BIS
DJB8005871,천동초등학교,36.315994,127.444725,2025-10-31,14190,25,대전광역시,대전BIS
DJB8005872,천동초등학교,36.315693,127.44458,2025-10-31,14180,25,대전광역시,대전BIS
DJB8005873,효동주민센터,36.317066,127.44264,2025-10-31,14170,25,대전광역시,대전BIS
DJB8005874,홈플러스가오점,36.30583,127.45812,2025-10-31,14140,25,대전광역시,대전BIS
DJB8005875,홈플러스가오점,36.305607,127.45799,2025-10-31,14130,25,대전광역시,대전BIS
DJB8005876,석천들마을아파트,36.27638,127.467415,2025-10-31,13410,25,대전광역시,대전BIS
DJB8005877,석천들마을아파트,36.276493,127.46816,2025-10-31,13420,25,대전광역시,대전BIS
DJB8005878,비래동노인회관,36.35615,127.44627,2025-10-31,53070,25,대전광역시,대전BIS
DJB8005879,테크노밸리6.10단지,36.420303,127.39216,2025-10-31,44640,25,대전광역시,대전BIS
DJB8001179,휴먼시아아파트,36.438026,127.385185,2025-10-31,44770,25,대전광역시,대전BIS
